	FacilityID	LookupSetID	PDOPPSLRSComplete	LRSVariable	AnswerValue	AnswerText	LowNormalRaw	HighNormalRaw	Comment	OtherUnit	country	LDOExtract
229	118003.0	117.0	1.0	b'BUNUnit'	b'1'	b'mg/dL'	b'8'	b'20'			b'Thailand'	b'N/A'
230	118003.0	118.0	1.0	b'UreaUnit'							b'Thailand'	b'N/A'
231	118003.0	119.0	1.0	b'SodiumUnit'	b'1'	b'mEq/L'	b'136'	b'146'			b'Thailand'	b'N/A'
232	118003.0	120.0	1.0	b'PotassUnit'	b'1'	b'mEq/L'	b'3.5'	b'5.1'			b'Thailand'	b'N/A'
233	118003.0	122.0	1.0	b'BicarbUnit'	b'1'	b'mEq/L'	b'21'	b'32'			b'Thailand'	b'N/A'
234	118003.0	123.0	1.0	b'GlycoHgbUnit'	b'1'	b'%'	b'4.5'	b'7.0'			b'Thailand'	b'N/A'
235	118003.0	126.0	1.0	b'AlkPhosphUnit'	b'1'	b'U/L'	b'30'	b'120'			b'Thailand'	b'N/A'
236	118003.0	212.0	1.0	b'AlkPhosphBoneUnit'							b'Thailand'	b'N/A'
237	118003.0	213.0	1.0	b'MagnesiumUnit'	b'2'	b'mg/dL'	b'1.9'	b'2.5'			b'Thailand'	b'N/A'
238	118003.0	215.0	1.0	b'InterleukinUnit'							b'Thailand'	b'N/A'
239	118003.0	267.0	1.0	b'VDUnit1'							b'Thailand'	b'N/A'
240	118003.0	268.0	1.0	b'VDUnit2'							b'Thailand'	b'N/A'
241	118003.0	269.0	1.0	b'$FASTGlc'							b'Thailand'	b'N/A'
242	118003.0	270.0	1.0	b'PLTUnit'	b'3'	b'cells/mm^3'	b'130,000'	b'400,000'			b'Thailand'	b'N/A'
243	118003.0	271.0	1.0	b'CHrUnit'							b'Thailand'	b'N/A'
244	118003.0	272.0	1.0	b'pRBCUnit'							b'Thailand'	b'N/A'
245	118003.0	273.0	1.0	b'FBNGUnit'							b'Thailand'	b'N/A'
246	118003.0	274.0	1.0	b'BNPUnit'	b'3'	b'Other'					b'Thailand'	b'N/A'
247	118003.0	275.0	1.0	b'pBNPUnit'							b'Thailand'	b'N/A'
248	118003.0	276.0	1.0	b'TrpTUnit'							b'Thailand'	b'N/A'
249	118003.0	277.0	1.0	b'TrpIUnit'	b'4'	b'Other'	b'34.2'	b'342.0'			b'Thailand'	b'N/A'
250	118003.0	280.0	1.0	b'CreatUnit'	b'1'	b'mg/dL'	b'0.8'	b'1.2'			b'Thailand'	b'N/A'
251	118003.0	281.0	1.0	b'$CATyp'							b'Thailand'	b'N/A'
252	118003.0	282.0	1.0	b'PhosphUnit'	b'1'	b'mg/dL'	b'2.5'	b'4.5'			b'Thailand'	b'N/A'
253	118003.0	283.0	1.0	b'PTHUnit'							b'Thailand'	b'N/A'
254	118003.0	284.0	1.0	b'UricAcidUnit'	b'1'	b'mg/dL'	b'2.6'	b'6.0'			b'Thailand'	b'N/A'
255	118003.0	285.0	1.0	b'GlucoseUnit'	b'1'	b'mg/dL'	b'74'	b'106'			b'Thailand'	b'N/A'
256	118003.0	286.0	1.0	b'TotCholUnit'	b'1'	b'mg/dL'		b'200'			b'Thailand'	b'N/A'
257	118003.0	287.0	1.0	b'HDLCholUnit'	b'1'	b'mg/dL'	b'40'	b'60'			b'Thailand'	b'N/A'
258	118003.0	288.0	1.0	b'LDLCholUnit'	b'1'	b'mg/dL'		b'100'			b'Thailand'	b'N/A'
259	118003.0	289.0	1.0	b'TriglycUnit'	b'1'	b'mg/dL'		b'150'			b'Thailand'	b'N/A'
260	118003.0	290.0	1.0	b'SerumIronUnit'	b'1'	b'\xb5g/dL'	b'37'	b'181'			b'Thailand'	b'N/A'
261	118003.0	291.0	1.0	b'TIBCUnit'	b'1'	b'\xb5g/dL'	b'250'	b'450'			b'Thailand'	b'N/A'
262	118003.0	292.0	1.0	b'FerritinUnit'	b'6'	b'ng/mL'	b'4.63'	b'204.0'			b'Thailand'	b'N/A'
263	118003.0	293.0	1.0	b'CRPUnit'	b'2'	b'mg/L'	b'0'	b'3'			b'Thailand'	b'N/A'
264	118003.0	307.0	1.0	b'eGFRUnit'	b'1'	b'mL/min/1.73m^2'					b'Thailand'	b'N/A'
265	118003.0	318.0	1.0	b'$FASTLpd'							b'Thailand'	b'N/A'
266	118003.0	332.0	1.0	b'Beta2MicroglobUnit'							b'Thailand'	b'N/A'
267	118003.0	360.0	1.0	b'FGF23 Units'							b'Thailand'	b'N/A'
268	118003.0	371.0	1.0	b'Glycosylated Albumin'							b'Thailand'	b'N/A'
269	118003.0	372.0	1.0	b'PTH Assay'							b'Thailand'	b'N/A'
270	118003.0	400.0	1.0	b'$qCystat'							b'Thailand'	b'N/A'
271	118003.0	402.0	1.0	b'qAST'	b'1'	b'U/L'	b'0'	b'34'			b'Thailand'	b'N/A'
272	118003.0	404.0	1.0	b'$qALT'	b'1'	b'U/L'	b'0'	b'31'			b'Thailand'	b'N/A'
273	118003.0	405.0	1.0	b'$qBilirubin'	b'3'	b'mg/dL'	b'0.3'	b'1.2'			b'Thailand'	b'N/A'
274	118003.0	458.0	1.0	b'$UrineVolUnit'	b'1'	b'mL/24 hr'					b'Thailand'	b'N/A'
275	118003.0	461.0	1.0	b'$UrineCreat24Unit'	b'3'	b'g/24 hr'					b'Thailand'	b'N/A'
276	118003.0	505.0	1.0	b'$GlucoseUnit'							b'Thailand'	b'N/A'
277	118003.0	514.0	1.0	b'$HUnit'	b'2'	b'mg/dL'					b'Thailand'	b'N/A'
278	118003.0	540.0	1.0	b'$SerumUrea'	b'1'	b'mg/dL'					b'Thailand'	b'N/A'
279	118003.0	625.0	1.0	b'CreatConUnit'	b'3'	b'mg/dL'	b'0.8'	b'1.2'			b'Thailand'	b'N/A'
280	118003.0	626.0	1.0	b'DialyCreatCon4HrUnit'							b'Thailand'	b'N/A'
281	118003.0	627.0	1.0	b'DialyCreatCorr4HrUnit'							b'Thailand'	b'N/A'
282	118003.0	628.0	1.0	b'InitDialyGlucConUnit'							b'Thailand'	b'N/A'
283	118003.0	629.0	1.0	b'DialyGlucCon4HrUnit'							b'Thailand'	b'N/A'
284	118003.0	793.0	1.0	b'DialGlucoseCon'							b'Thailand'	b'N/A'
285	118003.0	794.0	1.0	b'DialCreatCon'							b'Thailand'	b'N/A'
286	118003.0	795.0	1.0	b'DialCreatConGlucCor'	b'3'	b'mg/dL'					b'Thailand'	b'N/A'
287	118003.0	796.0	1.0	b'SerumAlbConc'							b'Thailand'	b'N/A'
288	118003.0	1949.0	1.0	b'PTH-iPTHUnit'							b'Thailand'	b'N/A'
289	118003.0	1950.0	1.0	b'PTH-C-PTHUnit'							b'Thailand'	b'N/A'
290	118003.0	1951.0	1.0	b'PTH-HS-PTHUnit'							b'Thailand'	b'N/A'
291	118003.0	1952.0	1.0	b'PTH-wholePTHUnit'							b'Thailand'	b'N/A'
292	118004.0	38.0	1.0	b'$KGL'	b'1'	b'kg'					b'Thailand'	b'N/A'
293	118004.0	100.0	1.0	b'CaTotalUnit'	b'1'	b'mg/dL'	b'8.6'	b'10.2'			b'Thailand'	b'N/A'
294	118004.0	103.0	1.0	b'TotalProteinUnit'	b'2'	b'g/dL'	b'6.8'	b'8'			b'Thailand'	b'N/A'
295	118004.0	104.0	1.0	b'AlbuminUnit'	b'2'	b'g/dL'	b'3.8'	b'4.8'			b'Thailand'	b'N/A'
296	118004.0	110.0	1.0	b'HgbUnit'	b'2'	b'g/dL'	b'14'	b'18'			b'Thailand'	b'N/A'
297	118004.0	111.0	1.0	b'HctUnit'	b'1'	b'%'	b'40'	b'54'			b'Thailand'	b'N/A'
298	118004.0	112.0	1.0	b'MCVUnit'	b'1'	b'fL'	b'83'	b'97'			b'Thailand'	b'N/A'
299	118004.0	113.0	1.0	b'WhBldCntUnit'	b'4'	b'Other'	b'4'	b'11'			b'Thailand'	b'N/A'
300	118004.0	114.0	1.0	b'NeutrophilsUnit'	b'3'	b'%'	b'40'	b'75'			b'Thailand'	b'N/A'
301	118004.0	115.0	1.0	b'LymphUnit'	b'3'	b'%'	b'20'	b'50'			b'Thailand'	b'N/A'
302	118004.0	117.0	1.0	b'BUNUnit'							b'Thailand'	b'N/A'
303	118004.0	118.0	1.0	b'UreaUnit'							b'Thailand'	b'N/A'
304	118004.0	119.0	1.0	b'SodiumUnit'	b'2'	b'mmol/L'	b'136'	b'145'			b'Thailand'	b'N/A'
305	118004.0	120.0	1.0	b'PotassUnit'	b'2'	b'mmol/L'	b'3.5'	b'5.1'			b'Thailand'	b'N/A'
306	118004.0	122.0	1.0	b'BicarbUnit'	b'2'	b'mmol/L'	b'22'	b'29'			b'Thailand'	b'N/A'
307	118004.0	123.0	1.0	b'GlycoHgbUnit'	b'1'	b'%'	b'4.8'	b'6'			b'Thailand'	b'N/A'
308	118004.0	126.0	1.0	b'AlkPhosphUnit'	b'1'	b'U/L'	b'39'	b'117'			b'Thailand'	b'N/A'
309	118004.0	212.0	1.0	b'AlkPhosphBoneUnit'							b'Thailand'	b'N/A'
310	118004.0	213.0	1.0	b'MagnesiumUnit'	b'2'	b'mg/dL'	b'1.9'	b'2.5'			b'Thailand'	b'N/A'
311	118004.0	215.0	1.0	b'InterleukinUnit'							b'Thailand'	b'N/A'
312	118004.0	267.0	1.0	b'VDUnit1'	b'1'	b'ng/mL'	b'30'	b'40'			b'Thailand'	b'N/A'
313	118004.0	268.0	1.0	b'VDUnit2'							b'Thailand'	b'N/A'
314	118004.0	269.0	1.0	b'$FASTGlc'							b'Thailand'	b'N/A'
315	118004.0	270.0	1.0	b'PLTUnit'	b'2'	b'10^3 cells/\xb5L'	b'150'	b'400'			b'Thailand'	b'N/A'
316	118004.0	271.0	1.0	b'CHrUnit'							b'Thailand'	b'N/A'
317	118004.0	272.0	1.0	b'pRBCUnit'							b'Thailand'	b'N/A'
318	118004.0	273.0	1.0	b'FBNGUnit'	b'1'	b'mg/dL'	b'238'	b'498'			b'Thailand'	b'N/A'
319	118004.0	274.0	1.0	b'BNPUnit'							b'Thailand'	b'N/A'
320	118004.0	275.0	1.0	b'pBNPUnit'							b'Thailand'	b'N/A'
321	118004.0	276.0	1.0	b'TrpTUnit'							b'Thailand'	b'N/A'
322	118004.0	277.0	1.0	b'TrpIUnit'							b'Thailand'	b'N/A'
323	118004.0	280.0	1.0	b'CreatUnit'	b'1'	b'mg/dL'	b'0.7'	b'1.2'			b'Thailand'	b'N/A'
324	118004.0	281.0	1.0	b'$CATyp'							b'Thailand'	b'N/A'
325	118004.0	282.0	1.0	b'PhosphUnit'	b'1'	b'mg/dL'	b'2.5'	b'4.5'			b'Thailand'	b'N/A'
326	118004.0	283.0	1.0	b'PTHUnit'							b'Thailand'	b'N/A'
327	118004.0	284.0	1.0	b'UricAcidUnit'	b'1'	b'mg/dL'	b'3.4'	b'7'			b'Thailand'	b'N/A'
328	118004.0	285.0	1.0	b'GlucoseUnit'	b'1'	b'mg/dL'	b'70'	b'100'			b'Thailand'	b'N/A'
329	118004.0	286.0	1.0	b'TotCholUnit'	b'1'	b'mg/dL'	b'140'	b'200'			b'Thailand'	b'N/A'
330	118004.0	287.0	1.0	b'HDLCholUnit'	b'1'	b'mg/dL'	b'35'	b'65'			b'Thailand'	b'N/A'
331	118004.0	288.0	1.0	b'LDLCholUnit'	b'1'	b'mg/dL'		b'100'			b'Thailand'	b'N/A'
332	118004.0	289.0	1.0	b'TriglycUnit'	b'1'	b'mg/dL'	b'50'	b'200'			b'Thailand'	b'N/A'
333	118004.0	290.0	1.0	b'SerumIronUnit'							b'Thailand'	b'N/A'
334	118004.0	291.0	1.0	b'TIBCUnit'	b'1'	b'\xb5g/dL'	b'37'	b'145'			b'Thailand'	b'N/A'
335	118004.0	292.0	1.0	b'FerritinUnit'	b'6'	b'ng/mL'	b'30'	b'400'			b'Thailand'	b'N/A'
336	118004.0	293.0	1.0	b'CRPUnit'							b'Thailand'	b'N/A'
337	118004.0	307.0	1.0	b'eGFRUnit'							b'Thailand'	b'N/A'
338	118004.0	318.0	1.0	b'$FASTLpd'							b'Thailand'	b'N/A'
339	118004.0	332.0	1.0	b'Beta2MicroglobUnit'							b'Thailand'	b'N/A'
340	118004.0	360.0	1.0	b'FGF23 Units'							b'Thailand'	b'N/A'
341	118004.0	371.0	1.0	b'Glycosylated Albumin'							b'Thailand'	b'N/A'
342	118004.0	372.0	1.0	b'PTH Assay'							b'Thailand'	b'N/A'
343	118004.0	400.0	1.0	b'$qCystat'							b'Thailand'	b'N/A'
344	118004.0	402.0	1.0	b'qAST'	b'1'	b'U/L'	b'0'	b'30'			b'Thailand'	b'N/A'
345	118004.0	404.0	1.0	b'$qALT'	b'1'	b'U/L'	b'0'	b'37'			b'Thailand'	b'N/A'
346	118004.0	405.0	1.0	b'$qBilirubin'	b'3'	b'mg/dL'	b'0.3'	b'1.5'			b'Thailand'	b'N/A'
347	118004.0	458.0	1.0	b'$UrineVolUnit'							b'Thailand'	b'N/A'
348	118004.0	461.0	1.0	b'$UrineCreat24Unit'							b'Thailand'	b'N/A'
349	118004.0	505.0	1.0	b'$GlucoseUnit'							b'Thailand'	b'N/A'
350	118004.0	514.0	1.0	b'$HUnit'							b'Thailand'	b'N/A'
351	118004.0	540.0	1.0	b'$SerumUrea'							b'Thailand'	b'N/A'
352	118004.0	625.0	1.0	b'CreatConUnit'							b'Thailand'	b'N/A'
353	118004.0	626.0	1.0	b'DialyCreatCon4HrUnit'							b'Thailand'	b'N/A'
354	118004.0	627.0	1.0	b'DialyCreatCorr4HrUnit'							b'Thailand'	b'N/A'
355	118004.0	628.0	1.0	b'InitDialyGlucConUnit'							b'Thailand'	b'N/A'
356	118004.0	629.0	1.0	b'DialyGlucCon4HrUnit'							b'Thailand'	b'N/A'
357	118004.0	793.0	1.0	b'DialGlucoseCon'							b'Thailand'	b'N/A'
358	118004.0	794.0	1.0	b'DialCreatCon'							b'Thailand'	b'N/A'
359	118004.0	795.0	1.0	b'DialCreatConGlucCor'							b'Thailand'	b'N/A'
360	118004.0	796.0	1.0	b'SerumAlbConc'							b'Thailand'	b'N/A'
361	118004.0	1949.0	1.0	b'PTH-iPTHUnit'							b'Thailand'	b'N/A'
362	118004.0	1950.0	1.0	b'PTH-C-PTHUnit'							b'Thailand'	b'N/A'
363	118004.0	1951.0	1.0	b'PTH-HS-PTHUnit'							b'Thailand'	b'N/A'
364	118004.0	1952.0	1.0	b'PTH-wholePTHUnit'							b'Thailand'	b'N/A'
365	118005.0	38.0	1.0	b'$KGL'	b'1'	b'kg'					b'Thailand'	b'N/A'
366	118005.0	100.0	1.0	b'CaTotalUnit'	b'1'	b'mg/dL'	b'8.8'	b'10.6'			b'Thailand'	b'N/A'
367	118005.0	103.0	1.0	b'TotalProteinUnit'	b'2'	b'g/dL'	b'6.6'	b'8.3'			b'Thailand'	b'N/A'
368	118005.0	104.0	1.0	b'AlbuminUnit'	b'2'	b'g/dL'	b'3.5'	b'5.2'			b'Thailand'	b'N/A'
369	118005.0	110.0	1.0	b'HgbUnit'	b'2'	b'g/dL'	b'14'	b'18'			b'Thailand'	b'N/A'
370	118005.0	111.0	1.0	b'HctUnit'	b'1'	b'%'	b'42'	b'52'			b'Thailand'	b'N/A'
371	118005.0	112.0	1.0	b'MCVUnit'	b'1'	b'fL'	b'83'	b'97'			b'Thailand'	b'N/A'
372	118005.0	113.0	1.0	b'WhBldCntUnit'	b'1'	b'10^3 cells/mm^3'	b'4'	b'11'			b'Thailand'	b'N/A'
373	118005.0	114.0	1.0	b'NeutrophilsUnit'	b'3'	b'%'	b'40'	b'75'			b'Thailand'	b'N/A'
374	118005.0	115.0	1.0	b'LymphUnit'	b'3'	b'%'	b'20'	b'50'			b'Thailand'	b'N/A'
375	118005.0	117.0	1.0	b'BUNUnit'	b'1'	b'mg/dL'	b'8'	b'20'			b'Thailand'	b'N/A'
376	118005.0	118.0	1.0	b'UreaUnit'							b'Thailand'	b'N/A'
377	118005.0	119.0	1.0	b'SodiumUnit'	b'2'	b'mmol/L'	b'136'	b'146'			b'Thailand'	b'N/A'
378	118005.0	120.0	1.0	b'PotassUnit'	b'2'	b'mmol/L'	b'3.5'	b'5.1'			b'Thailand'	b'N/A'
379	118005.0	122.0	1.0	b'BicarbUnit'	b'2'	b'mmol/L'	b'21'	b'31'			b'Thailand'	b'N/A'
380	118005.0	123.0	1.0	b'GlycoHgbUnit'	b'1'	b'%'	b'4.8'	b'5.9'			b'Thailand'	b'N/A'
381	118005.0	126.0	1.0	b'AlkPhosphUnit'	b'3'	b'Other'	b'30'	b'120'		b'U/L'	b'Thailand'	b'N/A'
382	118005.0	212.0	1.0	b'AlkPhosphBoneUnit'							b'Thailand'	b'N/A'
383	118005.0	213.0	1.0	b'MagnesiumUnit'	b'2'	b'mg/dL'	b'1.8'	b'2.6'			b'Thailand'	b'N/A'
384	118005.0	215.0	1.0	b'InterleukinUnit'							b'Thailand'	b'N/A'
385	118005.0	267.0	1.0	b'VDUnit1'							b'Thailand'	b'N/A'
386	118005.0	268.0	1.0	b'VDUnit2'							b'Thailand'	b'N/A'
387	118005.0	269.0	1.0	b'$FASTGlc'							b'Thailand'	b'N/A'
388	118005.0	270.0	1.0	b'PLTUnit'	b'2'	b'10^3 cells/\xb5L'	b'140'	b'440'			b'Thailand'	b'N/A'
389	118005.0	271.0	1.0	b'CHrUnit'	b'2'	b'Other'	b'0'	b'2'		b'%'	b'Thailand'	b'N/A'
390	118005.0	272.0	1.0	b'pRBCUnit'	b'2'	b'Other'				b'Few1+,2+,3+,4+'	b'Thailand'	b'N/A'
391	118005.0	273.0	1.0	b'FBNGUnit'							b'Thailand'	b'N/A'
392	118005.0	274.0	1.0	b'BNPUnit'							b'Thailand'	b'N/A'
393	118005.0	275.0	1.0	b'pBNPUnit'							b'Thailand'	b'N/A'
394	118005.0	276.0	1.0	b'TrpTUnit'							b'Thailand'	b'N/A'
395	118005.0	277.0	1.0	b'TrpIUnit'							b'Thailand'	b'N/A'
396	118005.0	280.0	1.0	b'CreatUnit'	b'1'	b'mg/dL'	b'0.55'	b'1.02'			b'Thailand'	b'N/A'
397	118005.0	281.0	1.0	b'$CATyp'							b'Thailand'	b'N/A'
398	118005.0	282.0	1.0	b'PhosphUnit'	b'1'	b'mg/dL'	b'2.5'	b'4.5'			b'Thailand'	b'N/A'
399	118005.0	283.0	1.0	b'PTHUnit'							b'Thailand'	b'N/A'
400	118005.0	284.0	1.0	b'UricAcidUnit'	b'1'	b'mg/dL'	b'2.6'	b'6.0'			b'Thailand'	b'N/A'
401	118005.0	285.0	1.0	b'GlucoseUnit'	b'1'	b'mg/dL'	b'74'	b'106'			b'Thailand'	b'N/A'
402	118005.0	286.0	1.0	b'TotCholUnit'	b'1'	b'mg/dL'	b'<200'				b'Thailand'	b'N/A'
403	118005.0	287.0	1.0	b'HDLCholUnit'	b'1'	b'mg/dL'	b'40'	b'60'			b'Thailand'	b'N/A'
404	118005.0	288.0	1.0	b'LDLCholUnit'	b'1'	b'mg/dL'	b'<100'				b'Thailand'	b'N/A'
405	118005.0	289.0	1.0	b'TriglycUnit'	b'1'	b'mg/dL'	b'<150'				b'Thailand'	b'N/A'
406	118005.0	290.0	1.0	b'SerumIronUnit'	b'1'	b'\xb5g/dL'	b'60'	b'180'			b'Thailand'	b'N/A'
407	118005.0	291.0	1.0	b'TIBCUnit'							b'Thailand'	b'N/A'
408	118005.0	292.0	1.0	b'FerritinUnit'	b'6'	b'ng/mL'	b'11'	b'336.2'			b'Thailand'	b'N/A'
409	118005.0	293.0	1.0	b'CRPUnit'	b'2'	b'mg/L'	b'<5'				b'Thailand'	b'N/A'
410	118005.0	307.0	1.0	b'eGFRUnit'	b'1'	b'mL/min/1.73m^2'		b'>90'			b'Thailand'	b'N/A'
411	118005.0	318.0	1.0	b'$FASTLpd'							b'Thailand'	b'N/A'
412	118005.0	332.0	1.0	b'Beta2MicroglobUnit'							b'Thailand'	b'N/A'
413	118005.0	360.0	1.0	b'FGF23 Units'							b'Thailand'	b'N/A'
414	118005.0	371.0	1.0	b'Glycosylated Albumin'							b'Thailand'	b'N/A'
415	118005.0	372.0	1.0	b'PTH Assay'							b'Thailand'	b'N/A'
416	118005.0	400.0	1.0	b'$qCystat'							b'Thailand'	b'N/A'
417	118005.0	402.0	1.0	b'qAST'	b'1'	b'U/L'	b'<35'				b'Thailand'	b'N/A'
418	118005.0	404.0	1.0	b'$qALT'	b'1'	b'U/L'	b'<35'				b'Thailand'	b'N/A'
419	118005.0	405.0	1.0	b'$qBilirubin'	b'3'	b'mg/dL'	b'0.3'	b'1.2'			b'Thailand'	b'N/A'
420	118005.0	458.0	1.0	b'$UrineVolUnit'							b'Thailand'	b'N/A'
421	118005.0	461.0	1.0	b'$UrineCreat24Unit'							b'Thailand'	b'N/A'
422	118005.0	505.0	1.0	b'$GlucoseUnit'							b'Thailand'	b'N/A'
423	118005.0	514.0	1.0	b'$HUnit'							b'Thailand'	b'N/A'
424	118005.0	540.0	1.0	b'$SerumUrea'							b'Thailand'	b'N/A'
425	118005.0	625.0	1.0	b'CreatConUnit'							b'Thailand'	b'N/A'
426	118005.0	626.0	1.0	b'DialyCreatCon4HrUnit'							b'Thailand'	b'N/A'
427	118005.0	627.0	1.0	b'DialyCreatCorr4HrUnit'							b'Thailand'	b'N/A'
428	118005.0	628.0	1.0	b'InitDialyGlucConUnit'							b'Thailand'	b'N/A'
429	118005.0	629.0	1.0	b'DialyGlucCon4HrUnit'							b'Thailand'	b'N/A'
430	118005.0	793.0	1.0	b'DialGlucoseCon'							b'Thailand'	b'N/A'
431	118005.0	794.0	1.0	b'DialCreatCon'							b'Thailand'	b'N/A'
432	118005.0	795.0	1.0	b'DialCreatConGlucCor'							b'Thailand'	b'N/A'
433	118005.0	796.0	1.0	b'SerumAlbConc'							b'Thailand'	b'N/A'
434	118005.0	1949.0	1.0	b'PTH-iPTHUnit'							b'Thailand'	b'N/A'
435	118005.0	1950.0	1.0	b'PTH-C-PTHUnit'							b'Thailand'	b'N/A'
436	118005.0	1951.0	1.0	b'PTH-HS-PTHUnit'							b'Thailand'	b'N/A'
437	118005.0	1952.0	1.0	b'PTH-wholePTHUnit'			b'12'	b'88'			b'Thailand'	b'N/A'
438	118006.0	38.0	1.0	b'$KGL'							b'Thailand'	b'N/A'
439	118006.0	100.0	1.0	b'CaTotalUnit'	b'1'	b'mg/dL'	b'8.6'	b'10.2'			b'Thailand'	b'N/A'
440	118006.0	103.0	1.0	b'TotalProteinUnit'	b'2'	b'g/dL'	b'6'	b'8'			b'Thailand'	b'N/A'
441	118006.0	104.0	1.0	b'AlbuminUnit'	b'2'	b'g/dL'	b'3.5'	b'5.6'			b'Thailand'	b'N/A'
442	118006.0	110.0	1.0	b'HgbUnit'	b'2'	b'g/dL'	b'11.2'	b'16'			b'Thailand'	b'N/A'
443	118006.0	111.0	1.0	b'HctUnit'	b'1'	b'%'	b'34.3'	b'48.5'			b'Thailand'	b'N/A'
444	118006.0	112.0	1.0	b'MCVUnit'	b'1'	b'fL'	b'82.5'	b'97.2'			b'Thailand'	b'N/A'
445	118006.0	113.0	1.0	b'WhBldCntUnit'	b'1'	b'10^3 cells/mm^3'	b'4.3'	b'9.6'			b'Thailand'	b'N/A'
446	118006.0	114.0	1.0	b'NeutrophilsUnit'	b'3'	b'%'	b'39.2'	b'70.8'			b'Thailand'	b'N/A'
447	118006.0	115.0	1.0	b'LymphUnit'	b'3'	b'%'	b'20.4'	b'49.3'			b'Thailand'	b'N/A'
448	118006.0	117.0	1.0	b'BUNUnit'	b'1'	b'mg/dL'	b'8'	b'18'			b'Thailand'	b'N/A'
449	118006.0	118.0	1.0	b'UreaUnit'							b'Thailand'	b'N/A'
450	118006.0	119.0	1.0	b'SodiumUnit'	b'2'	b'mmol/L'	b'136'	b'145'			b'Thailand'	b'N/A'
451	118006.0	120.0	1.0	b'PotassUnit'	b'2'	b'mmol/L'	b'3.5'	b'5.1'			b'Thailand'	b'N/A'
452	118006.0	122.0	1.0	b'BicarbUnit'	b'2'	b'mmol/L'	b'22'	b'32'			b'Thailand'	b'N/A'
453	118006.0	123.0	1.0	b'GlycoHgbUnit'	b'1'	b'%'	b'4.8'	b'5.9'			b'Thailand'	b'N/A'
454	118006.0	126.0	1.0	b'AlkPhosphUnit'	b'1'	b'U/L'	b'39'	b'117'			b'Thailand'	b'N/A'
455	118006.0	212.0	1.0	b'AlkPhosphBoneUnit'							b'Thailand'	b'N/A'
456	118006.0	213.0	1.0	b'MagnesiumUnit'	b'2'	b'mg/dL'	b'1.6'	b'2.6'			b'Thailand'	b'N/A'
457	118006.0	215.0	1.0	b'InterleukinUnit'							b'Thailand'	b'N/A'
458	118006.0	267.0	1.0	b'VDUnit1'			b'-'	b'-'			b'Thailand'	b'N/A'
459	118006.0	268.0	1.0	b'VDUnit2'			b'-'	b'-'			b'Thailand'	b'N/A'
460	118006.0	269.0	1.0	b'$FASTGlc'							b'Thailand'	b'N/A'
461	118006.0	270.0	1.0	b'PLTUnit'	b'1'	b'10^3 cells/mm^3'	b'150'	b'400'			b'Thailand'	b'N/A'
462	118006.0	271.0	1.0	b'CHrUnit'	b'2'	b'Other'	b'0.2'	b'2'		b'%'	b'Thailand'	b'N/A'
463	118006.0	272.0	1.0	b'pRBCUnit'							b'Thailand'	b'N/A'
464	118006.0	273.0	1.0	b'FBNGUnit'							b'Thailand'	b'N/A'
465	118006.0	274.0	1.0	b'BNPUnit'							b'Thailand'	b'N/A'
466	118006.0	275.0	1.0	b'pBNPUnit'							b'Thailand'	b'N/A'
467	118006.0	276.0	1.0	b'TrpTUnit'	b'4'	b'Other'	b'0'	b'14'		b'ng/L'	b'Thailand'	b'N/A'
468	118006.0	277.0	1.0	b'TrpIUnit'							b'Thailand'	b'N/A'
469	118006.0	280.0	1.0	b'CreatUnit'	b'1'	b'mg/dL'	b'0.5'	b'1.5'			b'Thailand'	b'N/A'
470	118006.0	281.0	1.0	b'$CATyp'							b'Thailand'	b'N/A'
471	118006.0	282.0	1.0	b'PhosphUnit'	b'1'	b'mg/dL'	b'2.5'	b'4.5'			b'Thailand'	b'N/A'
472	118006.0	283.0	1.0	b'PTHUnit'							b'Thailand'	b'N/A'
473	118006.0	284.0	1.0	b'UricAcidUnit'	b'1'	b'mg/dL'	b'3.4'	b'7'			b'Thailand'	b'N/A'
474	118006.0	285.0	1.0	b'GlucoseUnit'	b'1'	b'mg/dL'	b'60'	b'110'			b'Thailand'	b'N/A'
475	118006.0	286.0	1.0	b'TotCholUnit'	b'1'	b'mg/dL'	b'120'	b'200'			b'Thailand'	b'N/A'
476	118006.0	287.0	1.0	b'HDLCholUnit'	b'1'	b'mg/dL'	b'32'	b'68'			b'Thailand'	b'N/A'
477	118006.0	288.0	1.0	b'LDLCholUnit'	b'1'	b'mg/dL'	b'0'	b'150'			b'Thailand'	b'N/A'
478	118006.0	289.0	1.0	b'TriglycUnit'	b'1'	b'mg/dL'	b'20'	b'150'			b'Thailand'	b'N/A'
479	118006.0	290.0	1.0	b'SerumIronUnit'							b'Thailand'	b'N/A'
480	118006.0	291.0	1.0	b'TIBCUnit'							b'Thailand'	b'N/A'
481	118006.0	292.0	1.0	b'FerritinUnit'	b'6'	b'ng/mL'	b'13'	b'150'			b'Thailand'	b'N/A'
482	118006.0	293.0	1.0	b'CRPUnit'							b'Thailand'	b'N/A'
483	118006.0	307.0	1.0	b'eGFRUnit'	b'2'	b'Other'				b'??????????'	b'Thailand'	b'N/A'
484	118006.0	318.0	1.0	b'$FASTLpd'							b'Thailand'	b'N/A'
485	118006.0	332.0	1.0	b'Beta2MicroglobUnit'							b'Thailand'	b'N/A'
486	118006.0	360.0	1.0	b'FGF23 Units'							b'Thailand'	b'N/A'
